Listing No.,Price,Superhost,Host listings count,Host identity verified,Distance,Accommodation type 1,Accommodation type 2,Accommodation type 3,Accommodation type 4,Entire home/apartment,Private room,Shared room,Accommodates,Bathrooms,Bedrooms,Real bed,Wireless Internet,Breakfast,Free parking,Instant bookable,Cancellation policy (Moderate plus strict),Smoking allowed,Required guest's profile picture,Required guest's phone verification,Reviews per year,Review scores for overall rating
201,10.00,0,1,0,5.663442962,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,,
202,40.00,0,2,0,5.331496383,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,0.36,100
203,60.00,1,1,1,3.091829591,1,0,0,0,1,0,0,2,1,1,1,1,1,1,0,0,1,0,0,33.48,98
204,78.00,1,5,1,0.696977328,1,0,0,0,1,0,0,7,2,2,1,1,0,1,1,1,0,0,0,108.96,96
205,200.00,0,1,1,5.476825679,0,0,1,0,1,0,0,6,1,2,1,1,0,1,0,1,0,0,0,1.44,80
206,75.00,1,1,1,15.38921021,0,0,0,1,1,0,0,4,1,2,1,1,0,1,1,1,0,0,0,5.28,98
207,45.00,0,5,1,12.55561747,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,23.88,97
208,250.00,0,1,1,1.608505662,1,0,0,0,1,0,0,5,2,2,1,1,0,1,1,1,0,0,0,,
209,135.00,0,9,1,8.357480825,1,0,0,0,1,0,0,5,1,3,1,1,0,1,1,1,0,0,0,2.64,96
210,30.00,0,1,1,3.777313208,0,0,1,0,0,1,0,8,4,4,1,1,0,1,0,0,0,0,0,,
211,42.00,0,1,0,6.339241455,1,0,0,0,1,0,0,2,1,1,1,1,1,0,1,1,0,0,0,25.68,100
212,99.00,1,1,0,1.610399487,1,0,0,0,1,0,0,6,2,2,1,1,0,1,0,1,0,0,0,49.56,95
213,150.00,0,1,0,7.091203951,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,
214,25.00,0,1,1,4.612904224,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,11.16,98
215,34.00,1,4,1,5.540114057,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,13.32,99
216,25.00,1,2,0,11.40291769,0,0,1,0,0,1,0,2,1.5,1,1,1,1,0,0,0,0,0,0,11.16,100
217,42.00,1,3,1,8.231918002,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,7.08,98
218,90.00,0,2,1,11.23366682,0,0,0,1,1,0,0,2,1,1,1,0,0,1,0,1,0,0,0,3.6,97
219,37.00,0,1,1,2.293871716,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,22.32,97
220,75.00,1,3,1,16.80984301,0,0,1,0,1,0,0,6,1,3,1,1,0,1,0,1,0,0,0,6.12,92
221,24.00,0,1,0,8.312582675,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,18.72,93
222,40.00,1,1,1,3.580398032,0,0,1,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,81.36,94
223,50.00,0,1,1,3.178097564,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,,
224,150.00,0,5,1,3.770485102,0,0,1,0,1,0,0,12,2,4,1,1,0,1,0,1,0,0,0,8.16,81
225,25.00,0,1,1,8.160992546,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,5.88,100
226,99.00,0,1,1,1.309290183,1,0,0,0,1,0,0,4,1.5,2,1,1,0,0,0,1,0,0,0,40.08,92
227,400.00,0,3,1,6.105359628,0,0,1,0,1,0,0,16,6,10,1,0,0,1,1,1,0,0,0,6.84,96
228,150.00,1,2,1,3.293436341,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,1,0,0,0,,
229,29.00,1,2,0,6.421660023,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,34.44,94
230,10.00,0,3,1,3.271950648,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,25.92,93
231,100.00,0,1,1,12.25283763,0,0,1,0,1,0,0,8,2,5,1,1,0,1,0,1,0,0,0,8.64,97
232,90.00,0,2,0,1.740732661,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,2.04,97
233,800.00,0,19,1,4.966956918,0,0,1,0,1,0,0,16,2,6,1,1,0,0,0,0,0,0,0,0.72,100
234,26.00,1,1,1,5.690385138,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,10.68,95
235,100.00,0,14,0,1.125792215,1,0,0,0,1,0,0,4,1,2,1,1,0,0,0,0,0,0,0,1.56,80
236,100.00,0,14,0,0.674328059,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,0,0,0,0,2.16,100
237,55.00,0,1,1,10.23257385,0,0,1,0,1,0,0,5,1,3,1,1,0,0,0,1,0,0,0,2.76,93
238,63.00,1,4,1,2.205679745,1,0,0,0,1,0,0,3,1,1,1,1,0,1,0,1,0,0,0,42.84,98
239,65.00,1,1,0,17.34046637,1,0,0,0,1,0,0,3,1,1,1,1,0,1,0,1,0,0,0,8.16,100
240,33.00,1,2,1,7.158801533,0,0,1,0,1,0,0,2,1,1,1,1,1,1,1,1,0,0,0,85.56,98
241,35.00,1,4,0,10.83409864,0,0,1,0,0,1,0,3,1.5,1,1,1,1,1,0,1,0,0,0,3,95
242,35.00,1,4,0,10.90874005,0,0,1,0,0,1,0,3,1.5,1,1,1,1,1,0,1,0,0,0,16.32,94
243,99.00,1,1,1,1.334278943,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,45.12,97
244,43.00,0,1,1,5.353470239,0,0,1,0,0,1,0,2,2,1,1,1,1,1,1,0,0,0,0,63.84,96
245,23.00,0,1,1,5.560226365,0,1,0,0,0,1,0,4,1,1,1,1,1,1,0,0,0,0,0,12.12,94
246,25.00,1,2,1,2.897400239,0,0,1,0,0,1,0,2,1.5,1,1,1,0,1,1,1,0,0,0,16.92,97
247,100.00,0,1,0,10.526174,0,0,1,0,1,0,0,5,1,3,1,1,0,1,0,0,0,0,0,,
248,24.00,1,2,1,3.417767494,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,1,0,0,16.56,96
249,55.00,0,2,1,18.52838223,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,3.12,100
250,70.00,0,1,1,0.611878493,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,0,0,0,0,,
251,20.00,0,2,0,3.530131719,0,0,1,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,36,89
252,45.00,0,1,0,17.92487624,0,0,1,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,7.2,100
253,80.00,0,166,1,1.636207914,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,13.2,95
254,19.00,0,3,1,6.105935382,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,31.32,94
255,200.00,0,1,1,0.854500656,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,0,0,0,0,1.56,95
256,99.00,0,1,1,13.68206489,0,0,0,1,0,1,0,1,1,3,1,1,1,1,0,1,0,0,0,,
257,74.00,0,6,0,0.65331646,1,0,0,0,1,0,0,5,2,2,1,1,0,0,0,1,0,0,0,2.64,94
258,18.00,0,4,1,3.507011075,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,18,96
259,90.00,0,1,1,6.007682861,1,0,0,0,1,0,0,3,1,1,1,1,0,0,1,1,0,0,0,4.68,91
260,40.00,1,1,0,7.82795943,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,25.08,99
261,20.00,0,1,0,3.586652242,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,,
262,25.00,1,1,1,5.320372841,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,11.28,100
263,50.00,0,1,0,3.763263173,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,,
264,85.00,0,3,0,8.152708565,1,0,0,0,1,0,0,4,1,1,1,1,0,1,0,1,0,0,0,10.08,98
265,39.00,0,1,1,1.702668832,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,5.4,99
266,28.00,0,1,0,5.446799312,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,0,0.36,
267,175.00,0,1,1,0.866003518,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,3.48,98
268,25.00,1,2,1,8.469398459,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,58.08,97
269,30.00,1,1,0,6.777125161,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,80.64,99
270,65.00,0,3,0,8.189118993,0,0,0,1,1,0,0,2,1,1,1,1,1,1,0,1,0,0,0,6.84,87
271,122.00,1,2,1,0.759562368,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,1,0,0,0,20.52,96
272,43.00,0,1,0,7.118958051,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,0,0,0,0,,
273,29.00,1,3,0,3.731739078,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,34.08,98
274,40.00,1,1,0,6.022196552,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,0,0,0,0,0,39,100
275,250.00,0,1,1,0.463729796,1,0,0,0,1,0,0,6,3.5,3,1,1,0,0,0,1,0,0,0,40.68,93
276,49.00,0,1,1,2.102307959,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,10.44,91
277,28.00,1,2,1,5.388014334,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,1,0,0,19.32,98
278,52.00,0,2,0,14.05456153,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,6,100
279,22.00,0,1,1,5.498592278,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,,
280,107.00,0,19,0,0.826484139,1,0,0,0,1,0,0,2,2,1,1,1,0,0,1,1,0,0,0,11.16,98
281,49.00,0,3,1,8.656919005,0,0,1,0,0,1,0,2,2.5,1,1,1,0,1,0,1,0,0,0,0.72,100
282,125.00,0,3,1,8.777757407,0,0,1,0,1,0,0,7,2.5,3,1,1,0,1,0,1,0,0,0,11.04,96
283,110.00,1,1,0,5.021702979,0,0,1,0,1,0,0,4,1,2,1,1,1,0,1,0,0,0,0,27.6,98
284,67.00,0,19,0,0.734137819,1,0,0,0,1,0,0,2,1,0,1,1,0,0,1,1,0,0,0,8.52,94
285,78.00,0,4,1,7.03702545,0,0,1,0,1,0,0,8,1,2,1,1,1,0,1,1,1,0,0,15.48,90
286,37.00,0,2,1,1.373498349,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,3.84,98
287,160.00,1,1,0,0.456132299,1,0,0,0,1,0,0,4,2,2,1,1,0,1,1,1,0,0,0,50.76,96
288,75.00,0,1,1,0.799317671,1,0,0,0,1,0,0,4,1,1,1,1,0,0,0,1,0,0,0,31.2,87
289,55.00,1,1,1,8.287203362,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,18.12,99
290,18.00,0,1,0,6.824204871,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,1,0,0,0.36,
291,32.00,1,1,1,7.383011239,0,0,0,1,1,0,0,3,1,0,1,1,1,0,0,1,0,0,0,40.92,99
292,30.00,0,1,1,5.52798412,0,0,1,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,3.24,100
293,40.00,0,1,1,5.846555587,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,1,0,0,0.96,100
294,70.00,0,1,0,1.27498018,1,0,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0.96,100
295,77.00,0,19,0,0.823508539,1,0,0,0,1,0,0,2,1,0,1,1,0,0,1,1,0,0,0,36.24,98
296,75.00,1,1,0,17.23072723,0,0,0,1,1,0,0,4,1,1,1,1,0,0,1,1,0,0,0,44.76,98
297,50.00,0,1,1,3.404940242,1,0,0,0,1,0,0,3,1,1,1,1,0,1,1,1,0,0,0,56.04,94
298,70.00,0,4,1,3.792257352,0,0,1,0,1,0,0,3,1,2,1,1,0,1,0,1,0,0,0,1.32,80
299,35.00,1,1,1,12.20667226,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,0,0,18.36,100
300,27.00,1,3,0,3.684060308,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,34.92,98
301,55.00,0,1,1,1.766923215,1,0,0,0,0,1,0,2,2,1,1,1,1,0,0,1,0,0,0,0.72,100
302,32.00,0,1,0,10.69368885,0,0,1,0,0,1,0,2,2,1,1,0,0,1,1,0,0,0,0,,
303,16.00,1,2,0,19.41882515,0,0,1,0,0,1,0,1,1.5,1,1,1,1,1,1,0,0,0,0,40.68,98
304,46.00,0,9,1,5.168661348,0,0,1,0,0,1,0,2,0.5,1,1,1,0,0,1,1,0,0,0,3,78
305,30.00,0,9,1,5.146510248,0,0,1,0,0,1,0,2,0.5,1,1,1,0,0,0,1,0,0,0,9.24,85
306,150.00,0,9,1,5.109486306,0,0,1,0,1,0,0,6,2.5,3,1,1,0,0,0,1,0,0,0,0.96,67
307,21.00,0,9,1,5.275213618,0,0,1,0,0,1,0,3,0.5,1,1,1,0,0,0,1,0,0,0,7.32,91
308,20.00,1,2,1,8.573852573,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,10.32,100
309,119.00,0,1,1,5.564886634,0,0,1,0,1,0,0,6,2.5,3,1,1,0,1,0,1,0,0,0,1.92,93
310,40.00,1,3,1,6.655435097,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,8.4,99
311,25.00,1,3,0,3.84107088,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,50.88,98
312,128.00,1,2,1,0.783789199,1,0,0,0,1,0,0,4,2,2,1,1,0,1,1,1,0,0,0,43.08,97
313,124.00,0,22,0,0.52343234,1,0,0,0,1,0,0,8,1,3,1,1,0,0,0,1,0,0,0,25.92,89
314,129.00,0,11,1,2.78307659,1,0,0,0,1,0,0,6,1,2,1,1,0,1,0,1,0,0,0,4.56,92
315,124.00,0,22,0,0.537033763,1,0,0,0,1,0,0,8,1,3,1,1,0,0,0,1,0,0,0,21.96,89
316,124.00,0,22,0,0.615914497,1,0,0,0,1,0,0,8,1,3,1,1,0,0,0,1,0,0,0,35.52,90
317,35.00,1,2,1,7.751264505,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,17.16,99
318,37.00,1,1,0,10.09243689,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,27.84,97
319,99.00,0,2,0,1.886117702,1,0,0,0,1,0,0,8,2,2,1,1,0,1,0,1,1,0,0,76.68,89
320,84.00,1,2,1,1.65439844,1,0,0,0,1,0,0,3,1,1,1,1,0,1,0,1,0,0,0,57.6,96
321,300.00,1,1,0,8.751048768,0,0,1,0,1,0,0,10,2.5,4,1,1,0,1,1,1,0,0,0,31.56,99
322,65.00,0,1,0,2.732506616,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1.32,95
323,87.00,0,19,0,0.883762385,1,0,0,0,1,0,0,4,2,2,1,1,0,0,1,1,0,0,0,41.88,98
324,95.00,1,1,1,1.817193446,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,1,0,0,12.72,97
325,68.00,0,2,1,5.340135695,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.36,100
326,80.00,0,1,1,2.673634877,1,0,0,0,1,0,0,4,1,1,1,1,0,1,0,1,1,0,0,17.04,90
327,150.00,0,1,0,5.755433116,0,0,1,0,1,0,0,7,2.5,4,1,1,0,0,0,0,0,0,0,,
328,165.00,0,11,1,2.727630243,0,0,1,0,1,0,0,10,3,5,1,1,0,0,0,1,0,0,0,1.56,75
329,22.00,1,1,1,2.940881415,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,75.24,97
330,99.00,0,11,1,2.904860411,1,0,0,0,1,0,0,6,1,2,1,1,0,0,0,1,0,0,0,2.76,87
331,30.00,1,2,0,3.68664152,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,6.24,95
332,98.00,1,2,1,1.195489707,1,0,0,0,1,0,0,6,1,2,1,1,0,0,0,1,0,0,0,53.76,95
333,25.00,0,1,0,1.171548618,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,
334,42.00,1,3,1,8.073872357,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,10.92,99
335,60.00,0,22,0,4.44642062,0,0,1,0,1,0,0,8,1,3,1,1,0,1,0,1,0,0,0,45.24,91
336,60.00,0,1,0,0.589891333,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,,
337,70.00,0,1,1,12.86066654,0,0,1,0,1,0,0,5,1.5,3,1,1,0,1,0,0,0,0,0,,
338,74.00,1,2,1,0.958050008,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,57,97
339,24.00,0,1,1,12.80848424,0,0,1,0,0,1,0,2,1.5,1,1,1,0,1,0,0,0,0,0,,
340,25.00,0,1,0,6.842361033,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,3.12,98
341,50.00,1,3,0,5.539385772,0,0,1,0,0,1,0,6,1,1,1,1,1,0,0,1,0,0,0,6.96,90
342,69.00,1,1,1,1.48916611,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,60.24,96
343,35.00,0,1,0,9.901647619,0,0,0,1,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,7.56,98
344,69.00,0,1,0,3.825243888,0,0,1,0,1,0,0,4,2,2,1,1,0,1,1,1,0,0,0,5.76,93
345,99.00,0,1,1,1.719958593,1,0,0,0,1,0,0,6,1,3,1,1,0,0,0,1,0,0,0,0.36,100
346,48.00,1,1,1,1.2837792,1,0,0,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,61.56,99
347,45.00,0,1,1,1.066414266,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,4.2,95
348,19.00,0,3,0,6.300933066,0,0,1,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,3.6,78
349,35.00,0,1,0,3.787972248,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,4.08,92
350,89.00,1,2,0,0.236329039,1,0,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1.68,100
351,25.00,0,1,1,3.98228319,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,5.04,100
352,99.00,1,1,1,0.716991068,0,0,0,1,1,0,0,4,1,2,1,1,0,1,1,1,0,0,0,10.2,98
353,41.00,1,2,1,1.822887297,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,1,1,0,0,86.88,95
354,65.00,0,1,0,6.508926367,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,,
355,20.00,0,3,0,6.455775378,0,0,1,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,2.28,80
356,32.00,0,3,1,8.289533405,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0.72,90
357,36.00,0,1,0,2.386737738,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,,
358,30.00,0,1,1,6.395408915,0,0,1,0,0,1,0,2,1,1,0,1,1,1,0,0,0,0,0,0.84,100
359,95.00,0,2,0,0.619301556,1,0,0,0,1,0,0,4,1,2,1,1,0,0,1,1,0,0,0,52.56,90
360,27.00,0,1,0,5.339099023,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,7.08,91
361,23.00,0,9,1,5.336984152,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,1.32,95
362,22.00,0,10,1,2.217474456,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1.08,90
363,100.00,0,5,1,3.947147109,0,0,1,0,1,0,0,12,1,3,1,1,0,1,0,1,0,0,0,8.52,90
364,25.00,1,3,1,2.631957334,0,0,1,0,0,1,0,2,1.5,1,1,1,0,1,0,1,0,0,0,17.16,100
365,25.00,1,3,1,2.480074193,0,0,1,0,0,1,0,2,1.5,1,1,1,0,1,0,1,0,0,0,12.12,98
366,46.00,1,1,1,1.243891274,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,23.88,96
367,23.00,0,1,0,5.786063271,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,0,1,0,0,2.76,89
368,35.00,1,2,1,7.868267383,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,1,0,0,3.72,100
369,72.00,1,2,0,27.35006862,1,0,0,0,1,0,0,3,1,0,1,1,0,1,0,1,0,0,0,7.44,93
370,61.00,1,1,0,0.850917129,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,17.76,94
371,95.00,0,2,1,1.57695332,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,,
372,25.00,1,1,1,6.798166874,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,17.76,99
373,88.00,0,2,0,2.627094663,1,0,0,0,1,0,0,6,1,2,1,1,0,1,0,1,1,0,0,71.04,84
374,80.00,1,1,1,8.808442943,1,0,0,0,1,0,0,6,1,2,1,1,1,0,1,1,0,0,0,90.6,98
375,45.00,0,1,1,1.637585453,1,0,0,0,0,1,0,2,2,1,0,1,0,0,0,1,0,0,0,42.12,97
376,35.00,1,3,1,6.735852618,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,10.68,99
377,99.00,0,11,1,2.919439971,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,1.44,75
378,129.00,0,11,1,2.783064889,1,0,0,0,1,0,0,4,1,2,1,1,0,0,0,1,0,0,0,1.44,87
379,37.00,0,1,0,1.080492313,1,0,0,0,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0,1.08,60
380,350.00,0,2,1,0.68534978,1,0,0,0,1,0,0,10,2,3,1,1,0,0,1,1,0,0,0,21,93
381,165.00,0,1,0,2.221697858,1,0,0,0,1,0,0,6,1,3,1,1,0,1,0,0,0,0,0,,
382,30.00,0,1,0,1.616661652,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,54.84,92
383,40.00,0,1,1,0.825767328,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,4.56,93
384,25.00,0,1,1,8.846646081,0,0,1,0,0,1,0,2,1.5,1,1,1,0,1,1,1,0,0,0,20.4,95
385,110.00,0,1,0,1.014649305,1,0,0,0,1,0,0,4,1.5,2,1,1,0,0,0,0,0,0,0,1.2,100
386,20.00,0,1,1,4.86216718,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,3.12,93
387,75.00,1,1,1,16.90446875,0,0,1,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,40.44,98
388,32.00,0,3,1,8.248156973,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0.72,100
389,22.00,1,1,0,5.596026169,0,1,0,0,0,1,0,1,1.5,1,1,1,1,0,0,0,0,0,0,23.16,95
390,23.00,0,9,1,5.207686228,0,0,1,0,0,1,0,2,0.5,1,1,1,0,0,0,1,0,0,0,10.44,93
391,50.00,0,9,1,5.208099745,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,5.76,86
392,24.00,1,2,1,5.250723273,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,20.64,99
393,33.00,0,3,1,8.186116279,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1.44,95
394,100.00,0,1,0,11.36436723,0,0,1,0,0,1,0,2,0.5,1,1,0,1,1,0,0,0,0,0,3.12,93
395,33.00,0,3,1,8.465217087,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,1,0,0,2.16,95
396,99.00,0,11,1,2.939672427,1,0,0,0,1,0,0,4,1,1,1,1,0,1,0,1,0,0,0,3,89
397,110.00,1,3,1,6.724849613,1,0,0,0,1,0,0,6,1,2,1,1,1,0,1,1,0,0,0,20.16,94
398,30.00,1,1,0,3.931512032,0,0,1,0,0,1,0,2,0.5,1,1,1,0,0,1,1,1,0,0,12.48,97
399,29.00,0,3,1,6.520684459,0,0,1,0,0,1,0,2,2,1,1,1,1,1,0,1,1,0,0,3.12,95
400,149.00,0,2,0,2.541936942,0,0,1,0,1,0,0,8,2,4,1,1,0,1,0,0,0,0,0,5.64,97
401,15.00,1,4,1,1.623363878,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,14.64,97
402,23.00,0,3,1,8.161294956,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,11.52,99
403,25.00,0,1,1,9.378662738,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,3.48,98
404,64.00,0,1,1,8.549005939,0,0,1,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,2.64,100
405,150.00,1,1,0,6.099201805,0,0,1,0,1,0,0,6,1.5,3,1,1,1,1,0,0,0,0,0,30.6,96
406,35.00,0,1,1,0.516828724,1,0,0,0,0,1,0,2,2,1,1,1,1,0,0,1,0,0,0,29.64,97
407,35.00,0,4,1,2.946150129,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,21.48,93
408,19.00,0,3,1,3.266634572,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,1,0,0,63.12,91
409,20.00,0,1,0,1.519645682,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0.36,100
410,25.00,1,2,1,5.036033274,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,26.4,99
411,31.00,0,1,1,5.511472801,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,,
412,36.00,0,1,0,5.213910481,0,1,0,0,0,1,0,3,1,1,1,1,1,0,0,0,0,0,0,,
413,124.00,0,22,0,0.7922014,1,0,0,0,1,0,0,14,2,3,1,1,0,0,0,1,0,0,0,47.4,91
414,25.00,0,1,1,5.886109275,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,11.64,96
415,8.00,0,1,1,24.57654306,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,
416,195.00,0,1,1,0.522515572,1,0,0,0,1,0,0,2,1,1,1,0,1,0,0,1,0,0,0,,
417,40.00,1,2,1,11.04709746,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,27.6,97
418,30.00,0,1,1,5.550334183,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,11.04,99
419,25.00,0,3,1,6.958431445,0,0,1,0,0,1,0,2,1.5,1,1,1,0,1,0,1,0,0,0,14.16,89
420,34.00,0,1,0,6.905724991,0,0,1,0,0,1,0,2,2,1,1,1,1,1,0,1,0,0,0,13.08,98
421,55.00,0,1,1,13.73452741,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,1.8,100
422,48.00,0,3,1,0.639783534,1,0,0,0,0,1,0,2,2,1,1,1,1,0,0,0,0,0,0,6,95
423,65.00,0,6,0,10.63228105,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,1,1,0,0,27.6,88
